country,theme,level,dataset name,item,title,description
BFA,EM,cod-enhanced,cod-em-bfa,resource,BFA_AdminBoundaries_TabularData.xlsx,Burkina Faso administrative level 0-3 gazetteer
BFA,EM,cod-enhanced,cod-em-bfa,resource,bfa_admbnda_igb_20200323_em_v2_SHP.zip,Burkina Faso administrative level 0-3 edge-matched boundary shapefiles
BFA,EM,cod-enhanced,cod-em-bfa,resource,bfa_admbnda_igb_20200323_em_v2.gdb.zip,Burkina Faso administrative level 0-3 edge-matched boundary geodatabase
BFA,EM,cod-enhanced,cod-em-bfa,resource,COD_External_Edgematch/BFA_FR_Edgematch (MapServer),"BFA_FR_Edgematch_Edgematch - Common Operational Dataset - Administrative Boundaries. This map service contains an edgematched version of OCHA Common Operational Datasets for Burkina Faso in French: Administrative Boundaries. The service is available as ESRI Map, WMS, and KML Services."
CAF,EM,cod-enhanced,cod-em-caf,dataset,Central African Republic - Subnational Edge-matched Administrative Boundaries,"Central African Republic administrative level 0-3 and Bangui level 4 gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-caf); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.


These layers are suitable for database or GIS linkage to the [Central African Republic - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-caf) tables using the ADM0, ADM1, ADM2, and ADM3_PCODE fields.

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID."
CAF,EM,cod-enhanced,cod-em-caf,resource,CAF_AdminBoundaries_TabularData.xlsx,Central African Republic administrative level 0-3 and Bangui level 4 gazetteer
CAF,EM,cod-enhanced,cod-em-caf,resource,caf_admbnda_200k_sigcaf_reach_itos_em_v2.zip,Central African Republic administrative level 0-3 and Bangui level 4 boundary edge-matched shapefiles
CAF,EM,cod-enhanced,cod-em-caf,resource,caf_admbnda_200k_sigcaf_reach_itos_em_v2.gdb.zip,Central African Republic administrative level 0-3 and Bangui level 4 geodatabase
CAF,EM,cod-enhanced,cod-em-caf,resource,COD_External_Edgematch/CAF_FR_Edgmatch (MapServer),"This map service contains OCHA Common Operational Datasets for The Central African Republic: Administrative Boundaries.  The service is available as ESRI Map, WMS, and KML Services."
CMR,EM,cod-enhanced,cod-em-cmr,dataset,Cameroon - Subnational Edge-matched Administrative Boundaries,"Cameroon administrative level 0-3 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-cmr); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

These layers are suitable for database or GIS linkage to the [Cameroon - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-cmr) tables using the ADM0, ADM1, ADM2, and ADM3_PCODE fields.

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID."
CMR,EM,cod-enhanced,cod-em-cmr,resource,CMR_AdminBoundaries_TabularData.xlsx,Cameroon administrative level 0-3 gazetteer
CMR,EM,cod-enhanced,cod-em-cmr,resource,cmr_admbnda_inc_20180104_em_v2.zip,Cameroon administrative level 0-3 edge-matched boundary shapefiles
CMR,EM,cod-enhanced,cod-em-cmr,resource,cmr_admbnda_inc_20180104_em_v2.gdb.zip,Cameroon administrative level 0-3 edge-matched boundary geodatabase
CMR,EM,cod-enhanced,cod-em-cmr,resource,COD_External_Edgematch/CMR_EN_Edgematch (MapServer),
CMR,EM,cod-enhanced,cod-em-cmr,resource,COD_External_Edgematch/CMR_FR_Edgematch (MapServer),
KWT,EM,cod-enhanced,cod-em-kwt,dataset,Kuwait - Subnational Edge-matched Administrative Boundaries,"Kuwait administrative level 0-1 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-kwt); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.


These layers are suitable for database or GIS linkage to the [Kuwait - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-kwt) tables.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
KWT,EM,cod-enhanced,cod-em-kwt,resource,KWT_AdminBoundaries_TabularData.xlsx,Kuwait administrative level 0-1 gazetteer
KWT,EM,cod-enhanced,cod-em-kwt,resource,kwt_admbnda_gadm_20220201_v2_em.zip,Kuwait administrative level 0-1 edge-matched boundary shapefiles
KWT,EM,cod-enhanced,cod-em-kwt,resource,kwt_admbnda_gadm_20220201_v2_em.gdb.zip,Kuwait administrative level 0-1 edge-matched boundary geodatabase
KWT,EM,cod-enhanced,cod-em-kwt,resource,COD_External_Edgematch/KWT_EN_Edgematch (MapServer),"This map service contains an edgematched version of OCHA Common Operational Datasets for Kuwait, in English: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
KWT,EM,cod-enhanced,cod-em-kwt,resource,COD_External_Edgematch/KWT_AR_Edgematch (MapServer),"This map service contains an edgematched version of OCHA Common Operational Datasets for Kuwait, in Arabic: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
MLI,EM,cod-enhanced,cod-em-mli,dataset,Mali - Subnational Edge-matched Administrative Boundaries,"Mali administrative level 0-2 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-mli); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.


These layers are suitable for database or GIS linkage to the [Mali - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-mli) tables.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
MLI,EM,cod-enhanced,cod-em-mli,resource,MLI_AdminBoundaries_TabularData.xlsx,Mali administrative level 0-3 gazetteer
MLI,EM,cod-enhanced,cod-em-mli,resource,mli_admbnda_1m_gov_20211220_v2_em.zip,Mali administrative level 0-3 edge-matched shapefiles
MLI,EM,cod-enhanced,cod-em-mli,resource,mli_admbnda_1m_gov_20211220_v2_em.gdb.zip,Mali administrative level 0-3 edge-matched geodatabase
MLI,EM,cod-enhanced,cod-em-mli,resource,COD_External_Edgematch/MLI_FR_Edgematch (MapServer),"This map service contains an edgematched version of OCHA Common Operational Datasets for Mali in French: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
TCD,EM,cod-enhanced,cod-em-tcd,dataset,Chad - Subnational Edge-matched Administrative Boundaries,"Chad administrative level 0-3 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-tcd); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

These layers are suitable for database or GIS linkage to the [Chad - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-tcd) tables.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
TCD,EM,cod-enhanced,cod-em-tcd,resource,TCD_AdminBoundaries_TabularData.xlsx,Chad administrative level 0-3 gazetteer
TCD,EM,cod-enhanced,cod-em-tcd,resource,tcd_admbnda_ocha_20160714_em_v2.zip,Chad administrative level 0-3 boundary shapefiles
TCD,EM,cod-enhanced,cod-em-tcd,resource,tcd_admbnda_ocha_20160714_em_v2.gdb.zip,Chad administrative level 0-3 boundary geodatabase
TCD,EM,cod-enhanced,cod-em-tcd,resource,COD_External_Edgematch/TCD_FR_Edgematch (MapServer),"This map service contains an edgematched version of OCHA Common Operational Datasets for Tchad: Administrative Boundaries. The service is available as ESRI Map,WMS, and KML Services."
SVK,EM,cod-enhanced,cod-em-svk,dataset,Slovakia - Subnational Edge-matched Administrative Boundaries,"Slovakia administrative level 0-2 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-svk); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

These layers are suitable for database or GIS linkage to the [Slovakia - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-svk) tables.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
SVK,EM,cod-enhanced,cod-em-svk,resource,SVK_AdminBoundaries_TabularData.xlsx,Slovakia administrative level 0-2 gazetteer
SVK,EM,cod-enhanced,cod-em-svk,resource,svk_admbnda_geoportalsk_20220707_em.zip,Slovakia administrative level 0-2 edge-matched boundary shapefiles
SVK,EM,cod-enhanced,cod-em-svk,resource,svk_admbnda_adm0_geoportalsk_20220707_em.gdb.zip,Slovakia administrative level 0-2 edge-matched boundary geodatabase
SVK,EM,cod-enhanced,cod-em-svk,resource,COD_External_Edgematch/SVK_SK_Edgematch (MapServer),"This map service contains an edgematched version of OCHA Common Operational Datasets for Slovakia: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
HUN,EM,cod-enhanced,cod-em-hun,dataset,Hungary - Subnational Edge-matched Administrative Boundaries,"Hungary administrative level 0-2 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative COD-AB available here; however COD-EM datasets may be preferred for cartographic purposes. See caveats.

These layers are suitable for database or GIS linkage to the [Hungary - Subnational Population Statistics tables](https://data.humdata.org/dataset/cod-ps-hun).

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
HUN,EM,cod-enhanced,cod-em-hun,resource,HUN_AdminBoundaries_TabularData.xlsx,Hungary administrative level 0-2 gazetteer
HUN,EM,cod-enhanced,cod-em-hun,resource,hun_admbnda_osm_20220720_em.zip,Hungary administrative level 0-2 shapefiles
HUN,EM,cod-enhanced,cod-em-hun,resource,hun_admbnda_osm_20220720_ab.gdb.zip,Hungary administrative level 0-2 geodatabase
HUN,EM,cod-enhanced,cod-em-hun,resource,COD_External_Edgematch/HUN_HU_Edgematch (MapServer),"This map service contains an edgematched version of OCHA Common Operational Datasets for Hungary: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
BLR,EM,cod-enhanced,cod-em-blr,dataset,Belarus - Subnational Edge-matched Administrative Boundaries,"Belarus administrative level 0-2 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-blr); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
BLR,EM,cod-enhanced,cod-em-blr,resource,BLR_AdminBoundaries_TabularData.xlsx,Belarus administrative level 0-2 gazetteer
BLR,EM,cod-enhanced,cod-em-blr,resource,blr_adm_unicef_20220727_AB_SHP.zip,Belarus administrative level 0-2 edgematched shapefiles
BLR,EM,cod-enhanced,cod-em-blr,resource,blr_adm_unicef_20220727_AB.gdb.zip,Belarus administrative level 0-2 geodatabase
BLR,EM,cod-enhanced,cod-em-blr,resource,COD_External_Edgematch/BLR_EN_Edgematch (MapServer),
PAK,EM,cod-enhanced,cod-em-pak,dataset,Pakistan - Subnational Edge-matched Administrative Boundaries,"Pakistan administrative level 0-3 COD-EM edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-pak); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.



Note: these boundaries and P-codes are not compatible with the Pakistan COD-PS.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
PAK,EM,cod-enhanced,cod-em-pak,resource,PAK_AdminBoundaries_TabularData.xlsx,Pakistan administrative level 0-3 gazetteer
PAK,EM,cod-enhanced,cod-em-pak,resource,pak_adm_wfp_20220909_SHP.zip,Pakistan administrative level 0-3 edge-matched boundary shapefiles
PAK,EM,cod-enhanced,cod-em-pak,resource,pak_adm_wfp_20220909_GDB.gdb.zip,Pakistan administrative level 0-3 edge-matched boundary geodatabase
PAK,EM,cod-enhanced,cod-em-pak,resource,COD_External_Edgematch/PAK_EN_Edgematch (MapServer),"This map service contains a globally edgematched version of OCHA Common Operational Datasets for Pakistan: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
GMB,EM,cod-enhanced,cod-em-gmb,dataset,Gambia - Subnational Edge-matched Administrative Boundaries,"Gambia administrative level 0-2 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-gmb); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

These layers are suitable for database or GIS linkage to the [Gambia - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-gmb) tables using the ADM0, ADM1, and ADM2_PCODE fields.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
GMB,EM,cod-enhanced,cod-em-gmb,resource,GMB_AdminBoundaries_TabularData.xlsx,Gambia administrative level 0-3 gazetteer
GMB,EM,cod-enhanced,cod-em-gmb,resource,gmb_adm_ndma_20220901_em_SHP.zip,Gambia administrative level 0-3 boundary shapefiles
GMB,EM,cod-enhanced,cod-em-gmb,resource,gmb_adm_ndma_20220901_GDB.gdb.zip,Gambia administrative level 0-3 boundary geodatabase
GMB,EM,cod-enhanced,cod-em-gmb,resource,COD_External_Edgematch/GMB_EN_Edgematch (MapServer),
MDV,PS,cod-enhanced,cod-ps-mdv,dataset,Maldives - Subnational Population Statistics,"Maldives - administrative level 0-2 sex and age disaggregated 2022 population statistics

REFERENCE YEAR:  2022

These tables are suitable for database or GIS linkage to the adminisrative level 0-2 layers in the [Maldives - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-mdv) using the ADM0, ADM1, and ADM2_PCODE items."
MDV,PS,cod-enhanced,cod-ps-mdv,resource,MDV_AdminBoundaries_TabularData.xlsx,Maldives - administrative level 0-2 gazetteer
MDV,PS,cod-enhanced,cod-ps-mdv,resource,mdv_admpop_2022.xlsx,Maldives - administrative level 0-2 sex and age disaggregated 2022 population statistics
MDV,PS,cod-enhanced,cod-ps-mdv,resource,mdv_admpop_adm0_2022.csv,Maldives - administrative level 0 sex and age disaggregated 2022 population statistics
MDV,PS,cod-enhanced,cod-ps-mdv,resource,mdv_admpop_adm1_2022.csv,Maldives - administrative level 1 sex and age disaggregated 2022 population statistics
MDV,PS,cod-enhanced,cod-ps-mdv,resource,mdv_admpop_adm2_2022.csv,Maldives - administrative level 2 sex and age disaggregated 2022 population statistics
MDV,PS,cod-enhanced,cod-ps-mdv,resource,MDV admin 0 population,Maldives administrative level 0 2022 population statistics
MDV,PS,cod-enhanced,cod-ps-mdv,resource,MDV admin 1 population,Maldives administrative level 1 2022 population statistics
MDV,PS,cod-enhanced,cod-ps-mdv,resource,MDV admin 2 population,Maldives administrative level 2 2022 population statistics
BGR,EM,cod-enhanced,cod-em-bgr,dataset,Bulgaria - Subnational Edge-matched Administrative Boundaries,"Bulgaria administrative level 0-2 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-bgr); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID."
BGR,EM,cod-enhanced,cod-em-bgr,resource,BGR_AdminBoundaries_TabularData.xlsx,Bulgaria administrative level 0-2 administrative gazetteer
BGR,EM,cod-enhanced,cod-em-bgr,resource,bgr_adm_unicef_20221012_em_SHP.zip,Bulgaria administrative level 0-2 edge-matched boundary shapefiles
BGR,EM,cod-enhanced,cod-em-bgr,resource,bgr_adm_unicef_20221012_em_GDB.gdb.zip,Bulgaria administrative level 0-2 edge-matched boundary geodatabase
BGR,EM,cod-enhanced,cod-em-bgr,resource,COD_External_Edgematch/BGR_BG_Edgematch (MapServer),
BGR,EM,cod-enhanced,cod-em-bgr,resource,COD_External_Edgematch/BGR_EN_Edgematch (MapServer),
SDN,PS,cod-enhanced,cod-ps-sdn,dataset,Sudan - Subnational Population Statistics,"Sudan administrative level 0-1 sex and age disaggregated 2022 projected population statistics

These tables are suitable for database or GIS linkage to the [Sudan - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-sdn) layers using the ADM0 and ADM1_PCODE fields."
SDN,PS,cod-enhanced,cod-ps-sdn,resource,SDN_AdminBoundaries_TabularData.xlsx,Sudan administrative level 0-2 gazetteer
SDN,PS,cod-enhanced,cod-ps-sdn,resource,sdn_admpop_2022.xlsx,Sudan administrative level 0-1 sex and age disaggregated 2022 projected population statistics
SDN,PS,cod-enhanced,cod-ps-sdn,resource,sdn_admpop_adm0_2022.csv,Sudan administrative level 0 sex and age disaggregated 2022 projected population statistics
SDN,PS,cod-enhanced,cod-ps-sdn,resource,sdn_admpop_adm1_2022.csv,Sudan administrative level 1 sex and age disaggregated 2022 projected population statistics
SDN,PS,cod-enhanced,cod-ps-sdn,resource,SDN admin 0 population,Sudan administrative level 0 2022 population statistics
SDN,PS,cod-enhanced,cod-ps-sdn,resource,SDN admin 1 population,Sudan administrative level 1 2022 population statistics
TUN,EM,cod-enhanced,cod-em-tun,dataset,Tunisia - Subnational Edge-matched Administrative Boundaries,"Tunisea administrative level 0-4 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-tun); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID."
TUN,EM,cod-enhanced,cod-em-tun,resource,TUN_AdminBoundaries_TabularData.xlsx,Tunisia administrative level 0-4 gazetteer
TUN,EM,cod-enhanced,cod-em-tun,resource,tun_adm_ins_20221115_EM_SHP.zip,Tunisia administrative level 0-4 edge-matched boundary shapefiles
TUN,EM,cod-enhanced,cod-em-tun,resource,tun_adm_ins_20221115_EM_GDB.gdb.zip,Tunisia administrative level 0-4 edge-matched boundary geodatabase
TUN,EM,cod-enhanced,cod-em-tun,resource,tun_adm_ins_20221115_EM_EMF.zip,Tunisia administrative level 0-4 edge-matched boundary EMF files
TUN,EM,cod-enhanced,cod-em-tun,resource,COD_External_Edgematch/TUN_EN_Edgematch (MapServer),"This map service contains OCHA Common Operational Datasets for Tunisia: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
TUN,EM,cod-enhanced,cod-em-tun,resource,COD_External_Edgematch/TUN_AR_Edgematch (MapServer),"This map service contains a global edgematched version of OCHA Common Operational Datasets for Tunisia, in Arabic: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
MDA,PS,cod-enhanced,cod-ps-mda,dataset,Republic of Moldova - Subnational Population Statistics,"Republic of Moldova administrative level 0-2 sex and age disaggregated 2020 projected population statistics

These tables are suitable for database or GIS linkage to the Republic of Moldova - Subnational Administrative Boundaries administrative level 0-1 layers using the ADM0 and ADM1_PCODE fields."
MDA,PS,cod-enhanced,cod-ps-mda,resource,MDA_AdminBoundaries_TabularData.xlsx,Republic of Moldova - administrative level 0-1 gazetteer
MDA,PS,cod-enhanced,cod-ps-mda,resource,mda_admpop_2022.xlsx,Republic of Moldova - administrative level 0-1 sex and age disaggregated 2022 population statistics projections
MDA,PS,cod-enhanced,cod-ps-mda,resource,mda_admpop_adm0_2022.csv,Republic of Moldova - administrative level 0 sex and age disaggregated 2022 population statistics projections
MDA,PS,cod-enhanced,cod-ps-mda,resource,mda_admpop_adm1_2022.csv,Republic of Moldova - administrative level 1 sex and age disaggregated 2022 population statistics projections
MDA,PS,cod-enhanced,cod-ps-mda,resource,mdv_admpop_2022.xlsx,Republic of Moldova - administrative level 0-1 sex and age disaggregated 2022 population statistics projections
MDA,PS,cod-enhanced,cod-ps-mda,resource,MDA admin 0 population,Republic of Moldova administrative level 0 2022 population statistics
MDA,PS,cod-enhanced,cod-ps-mda,resource,MDA admin 1 population,Republic of Moldova administrative level 1 2022 population statistics
SOM,EM,cod-enhanced,cod-em-som,dataset,Somalia - Subnational Edge-matched Administrative Boundaries,"Somali administrative level 0-2, state, and operational zone level 1 and 2 geodatabase, gazetteer and geoservices

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-som); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
SOM,EM,cod-enhanced,cod-em-som,resource,SOM_AdminBoundaries_TabularData.xlsx,"Somali administrative level 0-2, state, and operational zone level 1 and 2 gazetteer"
SOM,EM,cod-enhanced,cod-em-som,resource,som_adm_ocha_20230308_EM_SHP.zip,"Somali administrative level 0-2, state, and operational zone level 1 and 2 shapefiles"
SOM,EM,cod-enhanced,cod-em-som,resource,som_adm_ocha_20230308_EM_GDB.gdb.zip,"Somali administrative level 0-2, state, and operational zone level 1 and 2 geodatabase"
SOM,EM,cod-enhanced,cod-em-som,resource,COD_External_Edgematch/SOM_EN_Edgematch (MapServer),"This map service contains a globally edgematched version of OCHA Common Operational Datasets for Somalia: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
QAT,EM,cod-enhanced,cod-em-qat,dataset,Qatar - Subnational Edge-matched Administrative Boundaries,"Qatar administrative level 0-2 boundaries and gazetteer

These administrative level 0-1 layers are suitable for database or GIS linkage to the [Qatar - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-qat) tables using the ADM0 and ADM1_PCODE fields.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
QAT,EM,cod-enhanced,cod-em-qat,resource,qat_adm_psa_20221207_EM_SHP.zip,Qatar administrative level 0-2 shapefiles
QAT,EM,cod-enhanced,cod-em-qat,resource,qat_adm_psa_20221207_EM_GDB.gdb.zip,Qatar administrative level 0-2 geodatabase
QAT,EM,cod-enhanced,cod-em-qat,resource,qat_adm_psa_20221207_EM_EMF.zip,Qatar administrative level 0-2 EMF files
QAT,EM,cod-enhanced,cod-em-qat,resource,QAT_AdminBoundaries_TabularData.xlsx,Qatar administrative level 0-2 gazetteer
QAT,EM,cod-enhanced,cod-em-qat,resource,COD_External_Edgematch/QAT_AR_Edgematch (MapServer),"This map service contains a global edgematched version of OCHA Common Operational Datasets for Qatar: Administrative Boundaries, in Arabic. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
QAT,EM,cod-enhanced,cod-em-qat,resource,COD_External_Edgematch/QAT_EN_Edgematch (MapServer),"This map service contains a global edgematched version of OCHA Common Operational Datasets for Qatar: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
QAT,EM,cod-enhanced,cod-em-qat,resource,COD_External/QAT_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Qatar. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/QAT_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services"
MWI,EM,cod-enhanced,cod-em-mwi,dataset,Malawi - Subnational Edge-matched Administrative Boundaries,"Malawi administrative level 0-3 boundaries, gazetteer, and geoservice.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-mwi); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.


These shapefiles are suitable for database or ArcGIS linkage to the [Malawi - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-mwi) tables.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
MWI,EM,cod-enhanced,cod-em-mwi,resource,MWI_AdminBoundaries_TabularData.xlsx,Malawi administrative level 0-3 gazetteer
MWI,EM,cod-enhanced,cod-em-mwi,resource,mwi_adm_nso_hotosm_20230405_EM_SHP.zip,Malawi administrative level 0-3 shapefiles
MWI,EM,cod-enhanced,cod-em-mwi,resource,mwi_adm_nso_hotosm_20230405_EM_GDB.gdb.zip,Malawi administrative level 0-3 geodatabase
MWI,EM,cod-enhanced,cod-em-mwi,resource,COD_External_Edgematch/MWI_EN_Edgematch (MapServer),"This map service contains a previous version of OCHA Common Operational Datasets for Malawi: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
ARE,EM,cod-enhanced,cod-em-are,dataset,United Arab Emirates - Subnational Edge-matched Administrative Boundaries,"United Arab Emirates administrative level 0-1 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

COD-EM datasets do not replace the authoritative [United Arab Emirates - Subnational Administrative Boundaries
COD-AB available here](https://data.humdata.org/dataset/cod-ab-are); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.


There is no United Arab Emirates population statistics COD-PS.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
ARE,EM,cod-enhanced,cod-em-are,resource,ARE_AdminBoundaries_TabularData.xlsx,United Arab Emirates administrative level 0-1 gazetteer
ARE,EM,cod-enhanced,cod-em-are,resource,are_adm_fcsc_20230515_SHP_EM.zip,United Arab Emirates administrative level 0-1 shapefiles
ARE,EM,cod-enhanced,cod-em-are,resource,are_adm_fcsc_20230515_GDB_EM.gdb.zip,United Arab Emirates administrative level 0-1 geodatabase
ARE,EM,cod-enhanced,cod-em-are,resource,are_adm_fcsc_20230515_EMF_EM.zip,United Arab Emirates administrative level 0-1 EMF files
ZMB,EM,cod-enhanced,cod-em-zmb,dataset,Zambia - Subnational Edge-matched Administrative Boundaries,"Zambia administrative level 0-4 shapefiles, geodatabase, gazetteer and geoservices

COD-EM datasets do not replace the authoritative COD-AB available [https://data.humdata.org/dataset/cod-ab-zmb](here); however COD-EM datasets may be preferred for cartographic purposes. See caveats.

Vetting and live service provision by Information Technology Outreach Services (ITOS) with funding from USAID."
ZMB,EM,cod-enhanced,cod-em-zmb,resource,ZMB_AdminBoundaries_TabularData.xlsx,Zambia administrative level 0-4 gazetteer
ZMB,EM,cod-enhanced,cod-em-zmb,resource,zmb_adm_ecz_20230629_EM_SHP.zip,Zambia administrative level 0-4 edge-matched shapefiles
ZMB,EM,cod-enhanced,cod-em-zmb,resource,zmb_adm_ecz_2023-629_EM_GDB.gdb.zip,Zambia administrative level 0-4 edge-matched geodatabase
ZMB,EM,cod-enhanced,cod-em-zmb,resource,COD_External_Edgematch/ZMB_EN_Edgematch (MapServer),"This map service contains a global edgematched version of OCHA Common Operational Datasets for Zambia: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
AZE,EM,cod-enhanced,cod-em-aze,dataset,Azerbaijan - Subnational Edge-matched Administrative Boundaries,"Azerbaijan administrative level 0-1 edge-matched gazetteer, shapefiles, geodatabase, and geoservice.

These boundaries are suitable for database or GIS linkage to the [Azerbaijan - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-aze) tables using the ADM0, and ADM1_PCODE fields.

COD-EM datasets do not replace the authoritative [COD-AB available here](https://data.humdata.org/dataset/cod-ab-aze); however COD-EM datasets may be preferred for cartographic purposes.  See caveats.

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID."
